District,Mandal,Date,Rainfall (mm),humidity_min (%),Humidity_max (%)
Adilabad,Bheempoor,2019-07-01,3.5,74.2,94.6
Adilabad,Bheempoor,2019-07-02,0.0,68.2,91.8
Adilabad,Bheempoor,2019-07-03,40.5,67.2,95.3
Adilabad,Bheempoor,2019-07-04,20.0,66.6,96.3
Adilabad,Bheempoor,2019-07-05,1.0,57.9,92.5
Adilabad,Bheempoor,2019-07-06,8.5,55.9,91.2
Adilabad,Bheempoor,2019-07-07,1.8,65.6,92.1
Adilabad,Bheempoor,2019-07-08,0.0,64.6,87.6
Adilabad,Bheempoor,2019-07-09,6.8,59.3,94.5
Adilabad,Bheempoor,2019-07-10,16.3,65.4,96.6
Adilabad,Bheempoor,2019-07-11,0.0,54.5,81.6
Adilabad,Bheempoor,2019-07-12,8.8,67.8,91.9
Adilabad,Bheempoor,2019-07-13,0.0,54.8,80.4
Adilabad,Bheempoor,2019-07-14,3.5,45.5,94.6
Adilabad,Bheempoor,2019-07-15,0.8,48.2,93.0
Adilabad,Bheempoor,2019-07-16,0.0,42.1,86.1
Adilabad,Bheempoor,2019-07-17,0.0,44.7,78.0
Adilabad,Bheempoor,2019-07-18,0.0,41.9,72.9
Adilabad,Bheempoor,2019-07-19,0.0,39.1,90.1
Adilabad,Bheempoor,2019-07-20,0.0,51.4,86.2
Adilabad,Bheempoor,2019-07-21,11.0,63.6,98.0
Adilabad,Bheempoor,2019-07-22,0.0,56.9,92.6
Adilabad,Bheempoor,2019-07-23,0.0,54.3,90.7
Adilabad,Bheempoor,2019-07-24,0.0,54.3,80.7
Adilabad,Bheempoor,2019-07-25,0.0,51.8,79.2
Adilabad,Bheempoor,2019-07-26,6.2,58.2,96.5
Adilabad,Bheempoor,2019-07-27,7.4,85.8,97.8
Adilabad,Bheempoor,2019-07-28,20.0,81.7,98.1
Adilabad,Bheempoor,2019-07-29,11.4,84.4,97.9
Adilabad,Bheempoor,2019-07-30,92.4,96.6,99.2
Adilabad,Bheempoor,2019-07-31,33.2,93.2,98.6
Adilabad,Bheempoor,2019-08-01,5.4,79.3,98.9
Adilabad,Bheempoor,2019-08-02,0.5,83.2,96.4
Adilabad,Bheempoor,2019-08-03,9.3,81.0,95.4
Adilabad,Bheempoor,2019-08-04,7.8,82.8,98.3
Adilabad,Bheempoor,2019-08-05,0.0,73.3,83.3
Adilabad,Bheempoor,2019-08-06,0.0,70.8,89.6
Adilabad,Bheempoor,2019-08-07,2.3,73.6,94.0
Adilabad,Bheempoor,2019-08-08,11.0,86.5,95.0
Adilabad,Bheempoor,2019-08-09,27.3,83.7,96.7
Adilabad,Bheempoor,2019-08-10,0.0,68.9,87.4
Adilabad,Bheempoor,2019-08-11,0.0,62.1,94.9
Adilabad,Bheempoor,2019-08-12,0.0,62.6,94.6
Adilabad,Bheempoor,2019-08-13,14.0,63.0,96.5
Adilabad,Bheempoor,2019-08-14,9.0,80.1,97.6
Adilabad,Bheempoor,2019-08-15,0.0,69.2,96.1
Adilabad,Bheempoor,2019-08-16,0.0,60.8,94.5
Adilabad,Bheempoor,2019-08-17,0.0,57.8,96.4
Adilabad,Bheempoor,2019-08-18,0.0,57.9,95.3
Adilabad,Bheempoor,2019-08-19,0.0,59.4,91.8
Adilabad,Bheempoor,2019-08-20,0.0,65.4,91.6
Adilabad,Bheempoor,2019-08-21,0.5,64.7,94.6
Adilabad,Bheempoor,2019-08-22,0.0,68.9,88.8
Adilabad,Bheempoor,2019-08-23,2.0,70.6,96.7
Adilabad,Bheempoor,2019-08-24,0.0,78.9,95.6
Adilabad,Bheempoor,2019-08-25,4.0,70.0,93.6
Adilabad,Bheempoor,2019-08-26,0.0,79.3,94.3
Adilabad,Bheempoor,2019-08-27,1.8,74.1,96.1
Adilabad,Bheempoor,2019-08-28,6.3,73.0,97.4
Adilabad,Bheempoor,2019-08-29,0.0,53.7,97.0
Adilabad,Bheempoor,2019-08-30,0.0,63.8,95.0
Adilabad,Bheempoor,2019-08-31,0.0,63.1,93.8
Adilabad,Bheempoor,2019-09-01,25.0,65.0,96.9
Adilabad,Bheempoor,2019-09-02,0.0,72.7,93.4
Adilabad,Bheempoor,2019-09-03,0.0,78.3,93.5
Adilabad,Bheempoor,2019-09-04,4.8,78.7,96.6
Adilabad,Bheempoor,2019-09-05,12.3,89.9,97.2
Adilabad,Bheempoor,2019-09-06,2.3,71.0,97.0
Adilabad,Bheempoor,2019-09-07,4.0,84.8,95.9
Adilabad,Bheempoor,2019-09-08,0.0,79.1,94.2
Adilabad,Bheempoor,2019-09-09,6.5,74.2,97.5
Adilabad,Jainad,2019-07-01,3.8,79.4,96.4
Adilabad,Jainad,2019-07-02,6.5,73.8,92.5
Adilabad,Jainad,2019-07-03,30.9,69.8,97.4
Adilabad,Jainad,2019-07-04,12.0,70.5,98.0
Adilabad,Jainad,2019-07-05,0.5,57.5,93.3
Adilabad,Jainad,2019-07-06,14.7,67.4,96.6
Adilabad,Jainad,2019-07-07,6.0,64.1,93.7
Adilabad,Jainad,2019-07-08,0.2,66.4,89.8
Adilabad,Jainad,2019-07-09,15.5,65.0,97.7
Adilabad,Jainad,2019-07-10,8.0,64.7,98.5
Adilabad,Jainad,2019-07-11,25.4,55.6,94.1
Adilabad,Jainad,2019-07-12,2.5,77.3,95.5
Adilabad,Jainad,2019-07-13,9.7,62.8,88.3
Adilabad,Jainad,2019-07-14,1.3,50.5,85.5
Adilabad,Jainad,2019-07-15,7.5,47.4,92.1
Adilabad,Jainad,2019-07-16,0.0,48.3,84.5
Adilabad,Jainad,2019-07-17,0.0,42.7,80.4
Adilabad,Jainad,2019-07-18,0.0,42.0,75.8
Adilabad,Jainad,2019-07-19,0.0,37.8,91.8
Adilabad,Jainad,2019-07-20,0.0,47.5,84.7
Adilabad,Jainad,2019-07-21,5.2,60.8,97.0
Adilabad,Jainad,2019-07-22,0.0,55.7,88.0
Adilabad,Jainad,2019-07-23,0.0,51.8,86.5
Adilabad,Jainad,2019-07-24,0.0,51.6,81.0
Adilabad,Jainad,2019-07-25,0.0,51.6,77.5
Adilabad,Jainad,2019-07-26,4.2,59.8,95.8
Adilabad,Jainad,2019-07-27,4.7,85.1,94.3
Adilabad,Jainad,2019-07-28,20.0,82.1,98.2
Adilabad,Jainad,2019-07-29,34.1,85.9,98.4
Adilabad,Jainad,2019-07-30,135.4,96.0,99.4
Adilabad,Jainad,2019-07-31,34.5,92.4,98.7
Adilabad,Jainad,2019-08-01,6.7,79.3,98.9
Adilabad,Jainad,2019-08-02,7.7,82.0,97.3
Adilabad,Jainad,2019-08-03,12.7,87.6,99.0
Adilabad,Jainad,2019-08-04,30.6,86.1,99.4
Adilabad,Jainad,2019-08-05,0.0,72.6,88.2
Adilabad,Jainad,2019-08-06,0.6,73.1,94.3
Adilabad,Jainad,2019-08-07,3.9,84.0,97.5
Adilabad,Jainad,2019-08-08,13.3,89.3,99.0
Adilabad,Jainad,2019-08-09,40.2,85.8,99.0
Adilabad,Jainad,2019-08-10,0.0,79.1,95.9
Adilabad,Jainad,2019-08-11,0.0,66.7,91.4
Adilabad,Jainad,2019-08-12,0.0,63.4,96.2
Adilabad,Jainad,2019-08-13,1.5,69.2,97.3
Adilabad,Jainad,2019-08-14,19.9,81.9,99.6
Adilabad,Jainad,2019-08-15,0.2,71.4,98.1
Adilabad,Jainad,2019-08-16,0.0,65.0,95.4
Adilabad,Jainad,2019-08-17,0.0,62.2,97.7
Adilabad,Jainad,2019-08-18,0.0,60.8,97.7
Adilabad,Jainad,2019-08-19,0.0,61.8,96.5
Adilabad,Jainad,2019-08-20,4.0,65.8,89.5
Adilabad,Jainad,2019-08-21,1.9,70.8,97.1
Adilabad,Jainad,2019-08-22,0.0,71.3,94.3
Adilabad,Jainad,2019-08-23,0.7,74.3,96.8
Adilabad,Jainad,2019-08-24,0.3,86.6,96.2
Adilabad,Jainad,2019-08-25,0.5,72.8,94.8
Adilabad,Jainad,2019-08-26,0.2,78.0,92.6
Adilabad,Jainad,2019-08-27,0.2,75.5,97.8
Adilabad,Jainad,2019-08-28,2.1,75.7,99.4
Adilabad,Jainad,2019-08-29,0.0,59.2,98.2
Adilabad,Jainad,2019-08-30,0.0,63.0,97.5
Adilabad,Jainad,2019-08-31,1.8,63.3,96.7
Adilabad,Jainad,2019-09-01,2.9,70.1,98.9
Adilabad,Jainad,2019-09-02,0.3,74.4,96.1
Adilabad,Jainad,2019-09-03,0.0,82.8,96.8
Adilabad,Jainad,2019-09-04,12.4,80.4,99.6
Adilabad,Jainad,2019-09-05,13.2,95.3,99.9
Adilabad,Jainad,2019-09-06,0.5,76.6,97.7
Adilabad,Jainad,2019-09-07,4.1,88.2,98.4
Adilabad,Jainad,2019-09-08,0.8,83.7,94.7
Adilabad,Jainad,2019-09-09,7.8,78.1,99.9
Adilabad,Bela,2019-07-01,8.7,81.0,92.8
Adilabad,Bela,2019-07-02,27.2,80.2,90.0
Adilabad,Bela,2019-07-03,19.9,81.5,89.2
Adilabad,Bela,2019-07-04,12.9,75.8,86.9
Adilabad,Bela,2019-07-05,4.6,70.2,85.5
Adilabad,Bela,2019-07-06,2.4,74.6,85.2
Adilabad,Bela,2019-07-07,4.1,71.8,82.4
Adilabad,Bela,2019-07-08,0.0,69.5,84.3
Adilabad,Bela,2019-07-09,1.3,67.6,85.3
Adilabad,Bela,2019-07-10,9.3,68.8,85.0
Adilabad,Bela,2019-07-11,17.0,64.2,85.5
Adilabad,Bela,2019-07-12,0.8,71.1,85.5
Adilabad,Bela,2019-07-13,0.0,69.0,84.7
Adilabad,Bela,2019-07-14,2.4,61.2,82.3
Adilabad,Bela,2019-07-15,5.4,58.2,81.2
Adilabad,Bela,2019-07-16,0.0,58.7,79.0
Adilabad,Bela,2019-07-17,0.0,52.5,76.8
Adilabad,Bela,2019-07-18,0.0,50.4,73.1
Adilabad,Bela,2019-07-19,1.5,48.0,80.6
Adilabad,Bela,2019-07-20,0.0,62.3,88.7
Adilabad,Bela,2019-07-21,1.8,73.4,96.0
Adilabad,Bela,2019-07-22,1.0,67.1,88.5
Adilabad,Bela,2019-07-23,0.0,61.7,82.2
Adilabad,Bela,2019-07-24,0.0,61.5,81.1
Adilabad,Bela,2019-07-25,0.0,59.2,75.4
Adilabad,Bela,2019-07-26,7.7,62.8,84.7
Adilabad,Bela,2019-07-27,2.9,82.5,93.3
Adilabad,Bela,2019-07-28,20.6,83.4,90.6
Adilabad,Bela,2019-07-29,45.4,88.8,96.9
Adilabad,Bela,2019-07-30,85.1,90.6,97.4
Adilabad,Bela,2019-07-31,23.0,88.3,95.4
Adilabad,Bela,2019-08-01,6.6,80.8,95.1
Adilabad,Bela,2019-08-02,15.3,82.1,99.5
Adilabad,Bela,2019-08-03,17.5,91.5,96.4
Adilabad,Bela,2019-08-04,15.4,90.9,99.7
Adilabad,Bela,2019-08-05,0.4,81.5,92.4
Adilabad,Bela,2019-08-06,0.0,81.8,94.5
Adilabad,Bela,2019-08-07,6.7,88.9,95.6
Adilabad,Bela,2019-08-08,11.5,93.2,96.9
Adilabad,Bela,2019-08-09,23.1,88.4,97.8
Adilabad,Bela,2019-08-10,1.5,81.3,95.2
Adilabad,Bela,2019-08-11,0.0,72.2,92.5
Adilabad,Bela,2019-08-12,0.0,73.8,97.5
Adilabad,Bela,2019-08-13,0.0,78.2,90.0
Adilabad,Bela,2019-08-14,26.6,85.7,99.5
Adilabad,Bela,2019-08-15,0.7,78.4,99.0
Adilabad,Bela,2019-08-16,0.2,72.1,98.0
Adilabad,Bela,2019-08-17,0.0,66.5,94.2
Adilabad,Bela,2019-08-18,0.0,71.2,91.0
Adilabad,Bela,2019-08-19,0.0,73.8,90.2
Adilabad,Bela,2019-08-20,0.5,75.1,91.0
Adilabad,Bela,2019-08-21,4.2,78.5,92.5
Adilabad,Bela,2019-08-22,0.7,80.7,91.6
Adilabad,Bela,2019-08-23,0.2,80.3,92.3
Adilabad,Bela,2019-08-24,2.0,88.8,92.7
Adilabad,Bela,2019-08-25,0.2,76.6,92.2
Adilabad,Bela,2019-08-26,0.0,84.4,92.6
Adilabad,Bela,2019-08-27,0.2,82.4,95.2
Adilabad,Bela,2019-08-28,0.0,75.6,96.7
Adilabad,Bela,2019-08-29,0.0,65.0,94.0
Adilabad,Bela,2019-08-30,0.7,66.1,93.6
Adilabad,Bela,2019-08-31,11.2,74.5,93.8
Adilabad,Bela,2019-09-01,4.3,80.4,96.8
Adilabad,Bela,2019-09-02,0.2,77.5,95.3
Adilabad,Bela,2019-09-03,0.7,84.0,96.6
Adilabad,Bela,2019-09-04,13.0,86.1,98.6
Adilabad,Bela,2019-09-05,6.2,90.1,98.4
Adilabad,Bela,2019-09-06,2.4,78.7,97.2
Adilabad,Bela,2019-09-07,3.7,88.2,97.4
Adilabad,Bela,2019-09-08,0.0,85.8,92.4
Adilabad,Bela,2019-09-09,6.7,84.2,98.7
Adilabad,Gadiguda,2019-07-01,16.8,88.7,98.4
Adilabad,Gadiguda,2019-07-02,0.0,85.5,95.3
Adilabad,Gadiguda,2019-07-03,44.4,86.2,95.2
Adilabad,Gadiguda,2019-07-04,20.2,83.0,90.3
Adilabad,Gadiguda,2019-07-05,2.0,73.2,99.1
Adilabad,Gadiguda,2019-07-06,28.5,78.4,86.7
Adilabad,Gadiguda,2019-07-07,4.0,78.5,100.0
Adilabad,Gadiguda,2019-07-08,0.5,75.1,93.5
Adilabad,Gadiguda,2019-07-09,6.4,77.0,93.2
Adilabad,Gadiguda,2019-07-10,4.5,73.7,92.6
Adilabad,Gadiguda,2019-07-11,32.3,72.2,100.0
Adilabad,Gadiguda,2019-07-12,3.3,88.3,100.0
Adilabad,Gadiguda,2019-07-13,0.0,75.3,96.7
Adilabad,Gadiguda,2019-07-14,0.0,62.7,97.7
Adilabad,Gadiguda,2019-07-15,0.0,54.6,98.7
Adilabad,Gadiguda,2019-07-16,0.0,47.3,98.2
Adilabad,Gadiguda,2019-07-17,0.3,50.8,72.5
Adilabad,Gadiguda,2019-07-18,0.0,51.5,69.0
Adilabad,Gadiguda,2019-07-19,2.8,43.7,86.3
Adilabad,Gadiguda,2019-07-20,2.0,67.1,89.2
Adilabad,Gadiguda,2019-07-21,1.5,71.8,100.0
Adilabad,Gadiguda,2019-07-22,0.0,69.1,100.0
Adilabad,Gadiguda,2019-07-23,0.0,67.5,100.0
Adilabad,Gadiguda,2019-07-24,0.0,55.8,97.2
Adilabad,Gadiguda,2019-07-25,0.0,58.6,93.1
Adilabad,Gadiguda,2019-07-26,0.5,65.0,100.0
Adilabad,Gadiguda,2019-07-27,8.3,87.1,93.6
Adilabad,Gadiguda,2019-07-28,31.0,85.1,100.0
Adilabad,Gadiguda,2019-07-29,28.3,88.9,100.0
Adilabad,Gadiguda,2019-07-30,50.3,95.6,100.0
Adilabad,Gadiguda,2019-07-31,19.0,99.9,100.0
Adilabad,Gadiguda,2019-08-01,8.4,86.6,99.7
Adilabad,Gadiguda,2019-08-02,26.5,88.4,99.9
Adilabad,Gadiguda,2019-08-03,28.5,94.3,99.9
Adilabad,Gadiguda,2019-08-04,129.8,95.6,100.0
Adilabad,Gadiguda,2019-08-05,0.0,95.6,97.7
Adilabad,Gadiguda,2019-08-06,0.0,84.8,99.9
Adilabad,Gadiguda,2019-08-07,16.6,90.5,96.5
Adilabad,Gadiguda,2019-08-08,28.2,95.0,99.9
Adilabad,Gadiguda,2019-08-09,7.3,93.7,99.9
Adilabad,Gadiguda,2019-08-10,2.0,91.4,100.0
Adilabad,Gadiguda,2019-08-11,2.3,81.4,100.0
Adilabad,Gadiguda,2019-08-12,0.0,76.6,100.0
Adilabad,Gadiguda,2019-08-13,1.0,83.6,100.0
Adilabad,Gadiguda,2019-08-14,19.5,88.9,100.0
Adilabad,Gadiguda,2019-08-15,14.5,91.4,100.0
Adilabad,Gadiguda,2019-08-16,0.0,80.8,100.0
Adilabad,Gadiguda,2019-08-17,0.0,77.9,100.0
Adilabad,Gadiguda,2019-08-18,0.5,76.8,100.0
Adilabad,Gadiguda,2019-08-19,0.0,80.2,100.0
Adilabad,Gadiguda,2019-08-20,7.3,80.0,100.0
Adilabad,Gadiguda,2019-08-21,0.5,91.8,100.0
Adilabad,Gadiguda,2019-08-22,0.0,94.8,100.0
Adilabad,Gadiguda,2019-08-23,2.8,91.4,100.0
Adilabad,Gadiguda,2019-08-24,3.3,86.8,99.7
Adilabad,Gadiguda,2019-08-25,7.5,83.7,100.0
Adilabad,Gadiguda,2019-08-26,4.2,90.4,100.0
Adilabad,Gadiguda,2019-08-27,0.0,91.4,100.0
Adilabad,Gadiguda,2019-08-28,1.3,78.0,100.0
Adilabad,Gadiguda,2019-08-29,0.0,74.5,100.0
Adilabad,Gadiguda,2019-08-30,32.5,72.1,100.0
Adilabad,Gadiguda,2019-08-31,1.0,90.7,100.0
Adilabad,Gadiguda,2019-09-01,0.0,95.3,100.0
Adilabad,Gadiguda,2019-09-02,0.0,90.9,100.0
Adilabad,Gadiguda,2019-09-03,27.3,85.8,100.0
Adilabad,Gadiguda,2019-09-04,11.3,85.8,100.0
Adilabad,Gadiguda,2019-09-05,1.5,95.8,100.0
Adilabad,Gadiguda,2019-09-06,2.5,89.6,100.0
Adilabad,Gadiguda,2019-09-07,9.3,98.2,100.0
Adilabad,Gadiguda,2019-09-08,0.0,95.8,100.0
Adilabad,Gadiguda,2019-09-09,0.8,93.1,100.0
Adilabad,Narnoor,2019-07-01,8.4,87.6,100.0
Adilabad,Narnoor,2019-07-02,15.2,80.2,100.0
Adilabad,Narnoor,2019-07-03,36.6,80.0,100.0
Adilabad,Narnoor,2019-07-04,20.2,77.9,90.2
Adilabad,Narnoor,2019-07-05,6.4,66.5,94.0
Adilabad,Narnoor,2019-07-06,26.9,72.4,85.6
Adilabad,Narnoor,2019-07-07,2.9,72.4,91.5
Adilabad,Narnoor,2019-07-08,10.4,74.9,87.8
Adilabad,Narnoor,2019-07-09,6.4,69.8,100.0
Adilabad,Narnoor,2019-07-10,16.5,66.0,100.0
Adilabad,Narnoor,2019-07-11,10.8,62.9,99.3
Adilabad,Narnoor,2019-07-12,0.0,71.5,97.4
Adilabad,Narnoor,2019-07-13,5.0,63.4,91.5
Adilabad,Narnoor,2019-07-14,0.0,56.5,91.0
Adilabad,Narnoor,2019-07-15,0.0,49.3,84.5
Adilabad,Narnoor,2019-07-16,0.0,45.2,70.1
Adilabad,Narnoor,2019-07-17,0.0,43.7,67.6
Adilabad,Narnoor,2019-07-18,0.0,44.2,66.7
Adilabad,Narnoor,2019-07-19,3.6,39.9,92.3
Adilabad,Narnoor,2019-07-20,26.1,72.4,100.0
Adilabad,Narnoor,2019-07-21,11.3,66.5,100.0
Adilabad,Narnoor,2019-07-22,0.0,65.6,94.5
Adilabad,Narnoor,2019-07-23,0.0,60.2,92.7
Adilabad,Narnoor,2019-07-24,0.0,57.5,91.4
Adilabad,Narnoor,2019-07-25,0.0,60.2,86.2
Adilabad,Narnoor,2019-07-26,15.4,62.9,98.8
Adilabad,Narnoor,2019-07-27,12.4,91.9,100.0
Adilabad,Narnoor,2019-07-28,30.2,85.4,100.0
Adilabad,Narnoor,2019-07-29,31.4,88.4,100.0
Adilabad,Narnoor,2019-07-30,119.7,99.7,100.0
Adilabad,Narnoor,2019-07-31,22.0,93.6,100.0
Adilabad,Narnoor,2019-08-01,6.9,81.1,99.3
Adilabad,Narnoor,2019-08-02,29.3,88.4,100.0
Adilabad,Narnoor,2019-08-03,32.5,95.5,100.0
Adilabad,Narnoor,2019-08-04,132.1,96.0,100.0
Adilabad,Narnoor,2019-08-05,0.0,77.1,100.0
Adilabad,Narnoor,2019-08-06,0.3,76.6,98.8
Adilabad,Narnoor,2019-08-07,15.0,89.3,99.7
Adilabad,Narnoor,2019-08-08,29.0,95.0,100.0
Adilabad,Narnoor,2019-08-09,25.6,92.3,100.0
Adilabad,Narnoor,2019-08-10,12.1,81.8,99.3
Adilabad,Narnoor,2019-08-11,0.0,70.8,97.3
Adilabad,Narnoor,2019-08-12,0.0,65.2,98.8
Adilabad,Narnoor,2019-08-13,18.2,69.0,98.3
Adilabad,Narnoor,2019-08-14,19.5,88.9,100.0
Adilabad,Narnoor,2019-08-15,10.4,80.5,100.0
Adilabad,Narnoor,2019-08-16,0.0,67.0,99.3
Adilabad,Narnoor,2019-08-17,0.0,63.4,96.9
Adilabad,Narnoor,2019-08-18,0.0,66.0,95.0
Adilabad,Narnoor,2019-08-19,0.0,72.4,100.0
Adilabad,Narnoor,2019-08-20,1.9,69.6,97.8
Adilabad,Narnoor,2019-08-21,0.0,75.8,96.0
Adilabad,Narnoor,2019-08-22,0.0,78.3,96.0
Adilabad,Narnoor,2019-08-23,12.1,79.6,100.0
Adilabad,Narnoor,2019-08-24,6.9,86.8,99.7
Adilabad,Narnoor,2019-08-25,2.3,72.0,97.8
Adilabad,Narnoor,2019-08-26,3.1,85.8,100.0
Adilabad,Narnoor,2019-08-27,0.0,81.1,99.3
Adilabad,Narnoor,2019-08-28,10.4,69.0,100.0
Adilabad,Narnoor,2019-08-29,0.0,58.8,91.0
Adilabad,Narnoor,2019-08-30,0.0,72.1,97.8
Adilabad,Narnoor,2019-08-31,0.3,65.6,100.0
Adilabad,Narnoor,2019-09-01,0.0,78.3,96.4
Adilabad,Narnoor,2019-09-02,0.0,75.4,97.0
Adilabad,Narnoor,2019-09-03,24.1,85.8,100.0
Adilabad,Narnoor,2019-09-04,19.1,85.8,100.0
Adilabad,Narnoor,2019-09-05,4.2,94.9,100.0
Adilabad,Narnoor,2019-09-06,4.6,72.1,98.7
Adilabad,Narnoor,2019-09-07,9.7,88.4,99.7
Adilabad,Narnoor,2019-09-08,0.0,91.7,98.9
Adilabad,Narnoor,2019-09-09,10.4,85.1,99.8
Adilabad,Inderavelly,2019-07-01,4.4,84.6,99.9
Adilabad,Inderavelly,2019-07-02,2.6,74.3,99.9
Adilabad,Inderavelly,2019-07-03,13.2,75.6,99.9
Adilabad,Inderavelly,2019-07-04,5.8,73.5,91.1
Adilabad,Inderavelly,2019-07-05,1.5,59.7,93.3
Adilabad,Inderavelly,2019-07-06,9.7,59.1,95.4
Adilabad,Inderavelly,2019-07-07,2.8,66.6,93.3
Adilabad,Inderavelly,2019-07-08,12.1,68.7,94.2
Adilabad,Inderavelly,2019-07-09,7.3,70.1,99.9
Adilabad,Inderavelly,2019-07-10,6.6,66.3,97.7
Adilabad,Inderavelly,2019-07-11,22.4,55.4,97.5
Adilabad,Inderavelly,2019-07-12,0.8,70.9,92.0
Adilabad,Inderavelly,2019-07-13,0.2,55.2,85.1
Adilabad,Inderavelly,2019-07-14,0.7,56.9,99.9
Adilabad,Inderavelly,2019-07-15,0.0,52.0,90.8
Adilabad,Inderavelly,2019-07-16,0.2,44.5,85.5
Adilabad,Inderavelly,2019-07-17,0.0,45.7,84.5
Adilabad,Inderavelly,2019-07-18,0.0,49.9,83.4
Adilabad,Inderavelly,2019-07-19,0.8,38.4,97.1
Adilabad,Inderavelly,2019-07-20,73.6,49.5,97.6
Adilabad,Inderavelly,2019-07-21,28.7,66.4,97.5
Adilabad,Inderavelly,2019-07-22,0.0,60.8,93.7
Adilabad,Inderavelly,2019-07-23,0.0,59.1,92.8
Adilabad,Inderavelly,2019-07-24,0.0,56.9,83.0
Adilabad,Inderavelly,2019-07-25,0.0,52.6,79.4
Adilabad,Inderavelly,2019-07-26,5.2,57.6,94.7
Adilabad,Inderavelly,2019-07-27,18.8,81.5,93.8
Adilabad,Inderavelly,2019-07-28,23.1,80.2,96.5
Adilabad,Inderavelly,2019-07-29,40.4,86.9,96.8
Adilabad,Inderavelly,2019-07-30,100.9,94.3,98.0
Adilabad,Inderavelly,2019-07-31,25.2,89.4,97.1
Adilabad,Inderavelly,2019-08-01,3.7,72.7,93.0
Adilabad,Inderavelly,2019-08-02,21.7,83.2,96.1
Adilabad,Inderavelly,2019-08-03,28.5,86.9,97.4
Adilabad,Inderavelly,2019-08-04,172.0,88.7,98.1
Adilabad,Inderavelly,2019-08-05,0.0,71.4,88.0
Adilabad,Inderavelly,2019-08-06,0.7,72.3,94.4
Adilabad,Inderavelly,2019-08-07,9.4,84.1,93.8
Adilabad,Inderavelly,2019-08-08,30.1,88.8,96.6
Adilabad,Inderavelly,2019-08-09,17.9,85.5,94.8
Adilabad,Inderavelly,2019-08-10,1.3,75.5,95.0
Adilabad,Inderavelly,2019-08-11,2.1,65.5,90.7
Adilabad,Inderavelly,2019-08-12,0.0,60.0,94.3
Adilabad,Inderavelly,2019-08-13,1.4,66.6,93.4
Adilabad,Inderavelly,2019-08-14,5.8,79.3,97.6
Adilabad,Inderavelly,2019-08-15,0.0,73.9,97.2
Adilabad,Inderavelly,2019-08-16,0.0,64.1,91.9
Adilabad,Inderavelly,2019-08-17,0.0,57.8,94.9
Adilabad,Inderavelly,2019-08-18,0.0,57.8,95.2
Adilabad,Inderavelly,2019-08-19,0.0,59.9,95.9
Adilabad,Inderavelly,2019-08-20,0.0,59.5,92.2
Adilabad,Inderavelly,2019-08-21,2.8,63.9,93.6
Adilabad,Inderavelly,2019-08-22,0.0,71.5,92.6
Adilabad,Inderavelly,2019-08-23,22.3,72.2,97.8
Adilabad,Inderavelly,2019-08-24,0.0,84.1,94.7
Adilabad,Inderavelly,2019-08-25,0.0,66.6,89.6
Adilabad,Inderavelly,2019-08-26,0.5,79.7,96.1
Adilabad,Inderavelly,2019-08-27,0.0,75.1,93.7
Adilabad,Inderavelly,2019-08-28,0.0,64.6,96.4
Adilabad,Inderavelly,2019-08-29,0.0,57.3,94.7
Adilabad,Inderavelly,2019-08-30,0.0,57.5,94.6
Adilabad,Inderavelly,2019-08-31,0.8,55.9,96.3
Adilabad,Inderavelly,2019-09-01,0.0,70.6,92.9
Adilabad,Inderavelly,2019-09-02,1.0,73.5,92.0
Adilabad,Inderavelly,2019-09-03,9.0,81.4,96.0
Adilabad,Inderavelly,2019-09-04,7.0,80.6,100.0
Adilabad,Inderavelly,2019-09-05,0.7,95.8,100.0
Adilabad,Inderavelly,2019-09-06,0.9,93.6,100.0
Adilabad,Inderavelly,2019-09-07,8.2,86.8,97.5
Adilabad,Inderavelly,2019-09-08,0.0,84.3,95.1
Adilabad,Inderavelly,2019-09-09,4.7,97.9,100.0
Adilabad,Gudihatnoor,2019-07-01,3.3,83.5,96.5
Adilabad,Gudihatnoor,2019-07-02,3.8,70.9,96.9
Adilabad,Gudihatnoor,2019-07-03,4.5,76.9,93.3
Adilabad,Gudihatnoor,2019-07-04,10.1,72.8,92.1
Adilabad,Gudihatnoor,2019-07-05,0.2,61.1,90.9
Adilabad,Gudihatnoor,2019-07-06,3.7,63.1,90.9
Adilabad,Gudihatnoor,2019-07-07,4.7,64.4,91.7
Adilabad,Gudihatnoor,2019-07-08,2.0,69.8,90.8
Adilabad,Gudihatnoor,2019-07-09,24.6,70.7,97.4
Adilabad,Gudihatnoor,2019-07-10,8.6,67.0,97.9
Adilabad,Gudihatnoor,2019-07-11,8.6,57.3,96.9
Adilabad,Gudihatnoor,2019-07-12,1.3,70.6,96.7
Adilabad,Gudihatnoor,2019-07-13,0.0,64.9,94.3
Adilabad,Gudihatnoor,2019-07-14,0.0,57.7,90.4
Adilabad,Gudihatnoor,2019-07-15,2.2,67.5,88.9
Adilabad,Gudihatnoor,2019-07-16,0.0,42.5,75.0
Adilabad,Gudihatnoor,2019-07-17,0.0,42.5,68.3
Adilabad,Gudihatnoor,2019-07-18,0.0,41.9,65.0
Adilabad,Gudihatnoor,2019-07-19,0.0,38.3,80.7
Adilabad,Gudihatnoor,2019-07-20,2.2,47.2,89.0
Adilabad,Gudihatnoor,2019-07-21,37.7,58.3,96.6
Adilabad,Gudihatnoor,2019-07-22,0.0,51.5,93.4
