District,Mandal,Date,Rainfall (mm),humidity_min (%),Humidity_max (%)
Rajanna-Siricilla,Yellareddipeta,2019-08-02,44.9,99.8,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-03,25.1,93.4,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-04,17.5,85.0,94.6
Rajanna-Siricilla,Yellareddipeta,2019-08-05,0.0,98.8,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-06,8.3,95.6,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-07,28.7,83.7,96.2
Rajanna-Siricilla,Yellareddipeta,2019-08-08,23.1,88.2,95.6
Rajanna-Siricilla,Yellareddipeta,2019-08-09,2.5,79.0,94.7
Rajanna-Siricilla,Yellareddipeta,2019-08-10,0.0,94.6,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-11,0.0,75.3,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-12,13.1,66.5,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-13,3.6,89.4,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-14,0.0,75.6,96.2
Rajanna-Siricilla,Yellareddipeta,2019-08-15,7.6,94.7,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-16,0.0,87.5,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-17,0.0,76.7,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-18,0.0,72.1,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-19,0.0,78.4,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-20,0.0,69.4,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-21,0.0,71.6,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-22,5.4,75.8,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-23,5.0,92.7,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-24,0.0,83.0,96.8
Rajanna-Siricilla,Yellareddipeta,2019-08-25,0.0,67.0,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-26,6.0,73.5,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-27,0.0,92.9,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-28,0.0,58.1,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-29,0.0,53.7,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-30,0.0,56.7,100.0
Rajanna-Siricilla,Yellareddipeta,2019-08-31,3.9,64.1,100.0
Rajanna-Siricilla,Yellareddipeta,2019-09-01,49.3,92.3,100.0
Rajanna-Siricilla,Yellareddipeta,2019-09-02,29.0,97.2,100.0
Rajanna-Siricilla,Yellareddipeta,2019-09-03,9.8,83.3,100.0
Rajanna-Siricilla,Yellareddipeta,2019-09-04,0.0,82.3,92.5
Rajanna-Siricilla,Yellareddipeta,2019-09-05,0.0,95.8,100.0
Rajanna-Siricilla,Yellareddipeta,2019-09-06,1.5,90.4,100.0
Rajanna-Siricilla,Yellareddipeta,2019-09-07,2.3,85.6,92.3
Rajanna-Siricilla,Yellareddipeta,2019-09-08,0.0,81.3,92.2
Rajanna-Siricilla,Yellareddipeta,2019-09-09,0.9,98.3,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-01,0.0,92.8,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-02,4.9,85.6,99.9
Rajanna-Siricilla,Gambhiraopeta,2019-07-03,20.4,81.5,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-04,1.0,81.5,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-05,0.2,57.1,93.7
Rajanna-Siricilla,Gambhiraopeta,2019-07-06,0.3,47.6,95.5
Rajanna-Siricilla,Gambhiraopeta,2019-07-07,0.3,49.1,83.4
Rajanna-Siricilla,Gambhiraopeta,2019-07-08,10.1,46.8,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-09,4.5,72.1,97.1
Rajanna-Siricilla,Gambhiraopeta,2019-07-10,14.0,64.5,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-11,0.0,46.3,98.9
Rajanna-Siricilla,Gambhiraopeta,2019-07-12,12.1,64.5,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-13,0.2,62.0,98.7
Rajanna-Siricilla,Gambhiraopeta,2019-07-14,8.3,48.0,99.2
Rajanna-Siricilla,Gambhiraopeta,2019-07-15,0.2,44.2,98.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-16,0.1,41.1,85.8
Rajanna-Siricilla,Gambhiraopeta,2019-07-17,0.0,39.8,83.2
Rajanna-Siricilla,Gambhiraopeta,2019-07-18,0.0,40.4,78.6
Rajanna-Siricilla,Gambhiraopeta,2019-07-19,0.0,33.0,85.1
Rajanna-Siricilla,Gambhiraopeta,2019-07-20,81.6,51.4,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-21,29.2,78.9,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-22,0.0,63.3,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-23,0.0,54.4,99.7
Rajanna-Siricilla,Gambhiraopeta,2019-07-24,0.0,63.5,93.3
Rajanna-Siricilla,Gambhiraopeta,2019-07-25,0.0,68.6,95.4
Rajanna-Siricilla,Gambhiraopeta,2019-07-26,20.9,65.4,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-27,18.2,96.1,98.4
Rajanna-Siricilla,Gambhiraopeta,2019-07-28,11.7,95.9,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-29,41.5,96.9,99.7
Rajanna-Siricilla,Gambhiraopeta,2019-07-30,28.2,96.7,99.0
Rajanna-Siricilla,Gambhiraopeta,2019-07-31,0.2,96.6,98.9
Rajanna-Siricilla,Gambhiraopeta,2019-08-01,5.0,85.9,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-02,24.9,93.2,99.6
Rajanna-Siricilla,Gambhiraopeta,2019-08-03,25.6,96.1,99.1
Rajanna-Siricilla,Gambhiraopeta,2019-08-04,15.0,96.2,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-05,0.0,94.4,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-06,14.8,95.2,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-07,19.0,96.7,99.5
Rajanna-Siricilla,Gambhiraopeta,2019-08-08,13.0,94.0,98.7
Rajanna-Siricilla,Gambhiraopeta,2019-08-09,17.0,93.2,99.6
Rajanna-Siricilla,Gambhiraopeta,2019-08-10,0.0,90.2,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-11,0.0,85.4,99.7
Rajanna-Siricilla,Gambhiraopeta,2019-08-12,6.5,83.0,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-13,0.5,90.6,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-14,0.0,96.7,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-15,6.7,91.8,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-16,0.0,87.9,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-17,0.0,86.1,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-18,0.0,84.7,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-19,0.0,91.7,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-20,0.0,84.0,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-21,0.0,85.2,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-22,10.9,92.4,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-23,6.8,90.4,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-24,0.0,97.8,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-25,0.0,80.6,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-26,4.7,85.7,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-27,0.0,90.8,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-28,0.0,67.1,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-29,0.0,62.7,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-30,0.0,71.4,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-08-31,12.5,84.0,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-09-01,10.6,93.0,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-09-02,83.6,95.2,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-09-03,8.5,98.6,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-09-04,0.0,98.5,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-09-05,0.0,94.0,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-09-06,0.9,91.9,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-09-07,11.6,99.3,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-09-08,0.0,97.2,100.0
Rajanna-Siricilla,Gambhiraopeta,2019-09-09,3.9,93.6,100.0
Rajanna-Siricilla,Mustabad,2019-07-01,0.1,67.5,81.9
Rajanna-Siricilla,Mustabad,2019-07-02,1.4,61.2,88.6
Rajanna-Siricilla,Mustabad,2019-07-03,19.8,60.6,91.7
Rajanna-Siricilla,Mustabad,2019-07-04,0.8,60.3,78.1
Rajanna-Siricilla,Mustabad,2019-07-05,0.0,51.1,75.3
Rajanna-Siricilla,Mustabad,2019-07-06,0.7,49.6,82.3
Rajanna-Siricilla,Mustabad,2019-07-07,0.5,50.8,71.6
Rajanna-Siricilla,Mustabad,2019-07-08,13.9,45.6,91.3
Rajanna-Siricilla,Mustabad,2019-07-09,3.1,54.4,88.2
Rajanna-Siricilla,Mustabad,2019-07-10,16.2,52.9,94.3
Rajanna-Siricilla,Mustabad,2019-07-11,0.1,44.8,81.7
Rajanna-Siricilla,Mustabad,2019-07-12,19.0,57.6,91.4
Rajanna-Siricilla,Mustabad,2019-07-13,0.2,54.3,82.5
Rajanna-Siricilla,Mustabad,2019-07-14,3.3,47.5,89.9
Rajanna-Siricilla,Mustabad,2019-07-15,0.2,45.6,83.0
Rajanna-Siricilla,Mustabad,2019-07-16,0.0,41.3,75.6
Rajanna-Siricilla,Mustabad,2019-07-17,0.0,41.0,75.6
Rajanna-Siricilla,Mustabad,2019-07-18,0.0,39.6,73.3
Rajanna-Siricilla,Mustabad,2019-07-19,0.0,35.4,79.7
Rajanna-Siricilla,Mustabad,2019-07-20,56.2,45.6,94.5
Rajanna-Siricilla,Mustabad,2019-07-21,20.5,56.7,94.9
Rajanna-Siricilla,Mustabad,2019-07-22,0.3,54.3,86.6
Rajanna-Siricilla,Mustabad,2019-07-23,2.2,48.3,90.0
Rajanna-Siricilla,Mustabad,2019-07-24,0.0,49.9,79.7
Rajanna-Siricilla,Mustabad,2019-07-25,0.0,55.6,82.3
Rajanna-Siricilla,Mustabad,2019-07-26,30.1,56.5,92.1
Rajanna-Siricilla,Mustabad,2019-07-27,21.8,81.4,93.2
Rajanna-Siricilla,Mustabad,2019-07-28,17.2,71.0,94.3
Rajanna-Siricilla,Mustabad,2019-07-29,33.7,78.4,94.6
Rajanna-Siricilla,Mustabad,2019-07-30,37.4,84.7,94.2
Rajanna-Siricilla,Mustabad,2019-07-31,0.3,75.8,84.2
Rajanna-Siricilla,Mustabad,2019-08-01,9.5,62.5,91.0
Rajanna-Siricilla,Mustabad,2019-08-02,40.4,70.4,94.8
Rajanna-Siricilla,Mustabad,2019-08-03,29.3,91.2,94.9
Rajanna-Siricilla,Mustabad,2019-08-04,18.7,78.8,92.0
Rajanna-Siricilla,Mustabad,2019-08-05,0.8,69.7,84.1
Rajanna-Siricilla,Mustabad,2019-08-06,29.3,69.1,92.3
Rajanna-Siricilla,Mustabad,2019-08-07,23.7,77.3,92.9
Rajanna-Siricilla,Mustabad,2019-08-08,15.7,83.3,92.6
Rajanna-Siricilla,Mustabad,2019-08-09,23.5,73.2,92.1
Rajanna-Siricilla,Mustabad,2019-08-10,1.1,67.7,86.4
Rajanna-Siricilla,Mustabad,2019-08-11,0.0,57.9,82.2
Rajanna-Siricilla,Mustabad,2019-08-12,3.5,58.9,94.5
Rajanna-Siricilla,Mustabad,2019-08-13,1.8,66.7,91.3
Rajanna-Siricilla,Mustabad,2019-08-14,0.5,75.6,88.9
Rajanna-Siricilla,Mustabad,2019-08-15,4.3,68.2,100.0
Rajanna-Siricilla,Mustabad,2019-08-16,0.0,64.0,92.3
Rajanna-Siricilla,Mustabad,2019-08-17,0.0,58.4,89.0
Rajanna-Siricilla,Mustabad,2019-08-18,0.0,61.3,93.3
Rajanna-Siricilla,Mustabad,2019-08-19,0.7,68.6,93.1
Rajanna-Siricilla,Mustabad,2019-08-20,0.2,61.5,92.3
Rajanna-Siricilla,Mustabad,2019-08-21,0.0,64.1,87.2
Rajanna-Siricilla,Mustabad,2019-08-22,6.6,65.1,94.6
Rajanna-Siricilla,Mustabad,2019-08-23,6.2,67.5,94.4
Rajanna-Siricilla,Mustabad,2019-08-24,0.4,81.6,90.5
Rajanna-Siricilla,Mustabad,2019-08-25,0.2,55.4,89.3
Rajanna-Siricilla,Mustabad,2019-08-26,5.1,59.2,90.7
Rajanna-Siricilla,Mustabad,2019-08-27,0.3,58.8,88.3
Rajanna-Siricilla,Mustabad,2019-08-28,0.0,49.6,86.9
Rajanna-Siricilla,Mustabad,2019-08-29,0.2,45.5,89.1
Rajanna-Siricilla,Mustabad,2019-08-30,0.0,50.7,87.8
Rajanna-Siricilla,Mustabad,2019-08-31,19.3,58.7,94.8
Rajanna-Siricilla,Mustabad,2019-09-01,19.2,65.3,92.6
Rajanna-Siricilla,Mustabad,2019-09-02,47.4,70.0,93.8
Rajanna-Siricilla,Mustabad,2019-09-03,5.4,76.8,98.5
Rajanna-Siricilla,Mustabad,2019-09-04,0.3,74.9,90.5
Rajanna-Siricilla,Mustabad,2019-09-05,0.4,72.5,95.8
Rajanna-Siricilla,Mustabad,2019-09-06,1.2,67.3,90.2
Rajanna-Siricilla,Mustabad,2019-09-07,2.8,83.0,91.3
Rajanna-Siricilla,Mustabad,2019-09-08,2.3,73.6,86.5
Rajanna-Siricilla,Mustabad,2019-09-09,7.5,69.2,93.0
Rajanna-Siricilla,Thangallapalle,2019-07-01,2.3,71.9,96.5
Rajanna-Siricilla,Thangallapalle,2019-07-02,0.3,66.6,89.8
Rajanna-Siricilla,Thangallapalle,2019-07-03,25.3,63.4,99.7
Rajanna-Siricilla,Thangallapalle,2019-07-04,0.3,62.3,86.4
Rajanna-Siricilla,Thangallapalle,2019-07-05,0.0,53.5,81.7
Rajanna-Siricilla,Thangallapalle,2019-07-06,0.8,50.7,90.2
Rajanna-Siricilla,Thangallapalle,2019-07-07,0.3,54.5,80.4
Rajanna-Siricilla,Thangallapalle,2019-07-08,25.0,48.9,100.0
Rajanna-Siricilla,Thangallapalle,2019-07-09,2.0,53.5,94.2
Rajanna-Siricilla,Thangallapalle,2019-07-10,25.8,54.7,100.0
Rajanna-Siricilla,Thangallapalle,2019-07-11,3.5,48.5,88.0
Rajanna-Siricilla,Thangallapalle,2019-07-12,9.5,63.8,95.9
Rajanna-Siricilla,Thangallapalle,2019-07-13,0.5,54.8,84.9
Rajanna-Siricilla,Thangallapalle,2019-07-14,21.3,47.2,91.9
Rajanna-Siricilla,Thangallapalle,2019-07-15,0.0,44.8,85.6
Rajanna-Siricilla,Thangallapalle,2019-07-16,0.0,38.6,77.4
Rajanna-Siricilla,Thangallapalle,2019-07-17,0.0,38.9,82.9
Rajanna-Siricilla,Thangallapalle,2019-07-18,0.0,41.6,78.1
Rajanna-Siricilla,Thangallapalle,2019-07-19,0.0,38.5,92.2
Rajanna-Siricilla,Thangallapalle,2019-07-20,30.3,48.2,100.0
Rajanna-Siricilla,Thangallapalle,2019-07-21,23.5,59.5,100.0
Rajanna-Siricilla,Thangallapalle,2019-07-22,0.0,51.5,90.3
Rajanna-Siricilla,Thangallapalle,2019-07-23,0.0,51.5,95.4
Rajanna-Siricilla,Thangallapalle,2019-07-24,0.0,49.9,83.1
Rajanna-Siricilla,Thangallapalle,2019-07-25,0.0,58.0,86.1
Rajanna-Siricilla,Thangallapalle,2019-07-26,46.3,60.4,100.0
Rajanna-Siricilla,Thangallapalle,2019-07-27,22.3,89.0,99.6
Rajanna-Siricilla,Thangallapalle,2019-07-28,29.0,75.2,100.0
Rajanna-Siricilla,Thangallapalle,2019-07-29,42.0,82.9,100.0
Rajanna-Siricilla,Thangallapalle,2019-07-30,41.8,93.6,100.0
Rajanna-Siricilla,Thangallapalle,2019-07-31,0.0,78.4,89.8
Rajanna-Siricilla,Thangallapalle,2019-08-01,1.0,68.1,93.8
Rajanna-Siricilla,Thangallapalle,2019-08-02,54.8,73.8,100.0
Rajanna-Siricilla,Thangallapalle,2019-08-03,26.3,92.3,98.0
Rajanna-Siricilla,Thangallapalle,2019-08-04,17.0,83.0,96.2
Rajanna-Siricilla,Thangallapalle,2019-08-05,0.0,71.2,84.3
Rajanna-Siricilla,Thangallapalle,2019-08-06,20.0,72.2,86.1
Rajanna-Siricilla,Thangallapalle,2019-08-07,32.0,84.3,100.0
Rajanna-Siricilla,Thangallapalle,2019-08-08,16.0,88.0,97.7
Rajanna-Siricilla,Thangallapalle,2019-08-09,19.3,78.3,85.2
Rajanna-Siricilla,Thangallapalle,2019-08-10,0.0,70.3,89.7
Rajanna-Siricilla,Thangallapalle,2019-08-11,0.0,63.4,85.9
Rajanna-Siricilla,Thangallapalle,2019-08-12,0.0,61.9,90.8
Rajanna-Siricilla,Thangallapalle,2019-08-13,7.8,67.6,98.6
Rajanna-Siricilla,Thangallapalle,2019-08-14,0.0,86.4,95.5
Rajanna-Siricilla,Thangallapalle,2019-08-15,0.0,77.2,92.4
Rajanna-Siricilla,Thangallapalle,2019-08-16,0.0,68.5,90.6
Rajanna-Siricilla,Thangallapalle,2019-08-17,0.0,61.9,97.6
Rajanna-Siricilla,Thangallapalle,2019-08-18,0.0,64.8,93.5
Rajanna-Siricilla,Thangallapalle,2019-08-19,0.0,71.7,77.6
Rajanna-Siricilla,Thangallapalle,2019-08-20,0.0,60.9,97.1
Rajanna-Siricilla,Thangallapalle,2019-08-21,0.0,65.3,88.4
Rajanna-Siricilla,Thangallapalle,2019-08-22,0.0,66.7,95.0
Rajanna-Siricilla,Thangallapalle,2019-08-23,5.5,66.3,99.1
Rajanna-Siricilla,Thangallapalle,2019-08-24,0.0,80.1,93.6
Rajanna-Siricilla,Thangallapalle,2019-08-25,0.0,57.5,92.7
Rajanna-Siricilla,Thangallapalle,2019-08-26,17.3,60.9,97.6
Rajanna-Siricilla,Thangallapalle,2019-08-27,0.0,59.9,96.0
Rajanna-Siricilla,Thangallapalle,2019-08-28,0.0,55.1,92.2
Rajanna-Siricilla,Thangallapalle,2019-08-29,0.0,47.8,97.1
Rajanna-Siricilla,Thangallapalle,2019-08-30,0.0,54.1,94.0
Rajanna-Siricilla,Thangallapalle,2019-08-31,12.0,59.0,98.6
Rajanna-Siricilla,Thangallapalle,2019-09-01,40.3,68.5,98.6
Rajanna-Siricilla,Thangallapalle,2019-09-02,47.8,73.5,99.2
Rajanna-Siricilla,Thangallapalle,2019-09-03,8.8,79.2,99.2
Rajanna-Siricilla,Thangallapalle,2019-09-04,0.0,79.7,94.0
Rajanna-Siricilla,Thangallapalle,2019-09-05,0.0,68.5,95.8
Rajanna-Siricilla,Thangallapalle,2019-09-06,0.0,67.2,93.6
Rajanna-Siricilla,Thangallapalle,2019-09-07,4.5,88.1,95.5
Rajanna-Siricilla,Thangallapalle,2019-09-08,0.0,77.0,92.7
Rajanna-Siricilla,Thangallapalle,2019-09-09,11.8,77.1,98.3
Rajanna-Siricilla,Ellanthakunta,2019-07-01,18.6,69.6,97.0
Rajanna-Siricilla,Ellanthakunta,2019-07-02,0.1,67.9,84.9
Rajanna-Siricilla,Ellanthakunta,2019-07-03,27.2,66.1,97.6
Rajanna-Siricilla,Ellanthakunta,2019-07-04,0.3,65.4,85.2
Rajanna-Siricilla,Ellanthakunta,2019-07-05,0.1,52.5,80.6
Rajanna-Siricilla,Ellanthakunta,2019-07-06,1.7,51.9,86.8
Rajanna-Siricilla,Ellanthakunta,2019-07-07,0.1,53.0,76.7
Rajanna-Siricilla,Ellanthakunta,2019-07-08,21.8,51.4,96.6
Rajanna-Siricilla,Ellanthakunta,2019-07-09,1.7,59.2,91.9
Rajanna-Siricilla,Ellanthakunta,2019-07-10,12.5,56.8,94.8
Rajanna-Siricilla,Ellanthakunta,2019-07-11,2.7,51.1,88.2
Rajanna-Siricilla,Ellanthakunta,2019-07-12,6.4,61.6,94.2
Rajanna-Siricilla,Ellanthakunta,2019-07-13,0.0,56.7,83.0
Rajanna-Siricilla,Ellanthakunta,2019-07-14,3.8,51.4,90.7
Rajanna-Siricilla,Ellanthakunta,2019-07-15,0.3,49.4,85.9
Rajanna-Siricilla,Ellanthakunta,2019-07-16,0.3,43.3,75.7
Rajanna-Siricilla,Ellanthakunta,2019-07-17,0.0,41.2,77.0
Rajanna-Siricilla,Ellanthakunta,2019-07-18,0.0,38.8,74.7
Rajanna-Siricilla,Ellanthakunta,2019-07-19,0.0,38.8,83.2
Rajanna-Siricilla,Ellanthakunta,2019-07-20,37.8,46.0,98.2
Rajanna-Siricilla,Ellanthakunta,2019-07-21,1.0,66.5,97.1
Rajanna-Siricilla,Ellanthakunta,2019-07-22,1.5,57.2,91.9
Rajanna-Siricilla,Ellanthakunta,2019-07-23,1.3,53.2,94.0
Rajanna-Siricilla,Ellanthakunta,2019-07-24,0.0,53.4,79.7
Rajanna-Siricilla,Ellanthakunta,2019-07-25,0.0,57.0,82.0
Rajanna-Siricilla,Ellanthakunta,2019-07-26,31.7,57.7,95.9
Rajanna-Siricilla,Ellanthakunta,2019-07-27,18.0,83.6,98.4
Rajanna-Siricilla,Ellanthakunta,2019-07-28,21.2,77.0,99.2
Rajanna-Siricilla,Ellanthakunta,2019-07-29,22.8,82.1,98.9
Rajanna-Siricilla,Ellanthakunta,2019-07-30,21.1,88.2,97.9
Rajanna-Siricilla,Ellanthakunta,2019-07-31,3.3,78.0,89.6
Rajanna-Siricilla,Ellanthakunta,2019-08-01,2.0,64.0,89.0
Rajanna-Siricilla,Ellanthakunta,2019-08-02,25.3,74.4,98.8
Rajanna-Siricilla,Ellanthakunta,2019-08-03,35.2,91.0,98.3
Rajanna-Siricilla,Ellanthakunta,2019-08-04,12.8,81.4,96.1
Rajanna-Siricilla,Ellanthakunta,2019-08-05,0.5,72.9,88.5
Rajanna-Siricilla,Ellanthakunta,2019-08-06,14.2,72.4,97.8
Rajanna-Siricilla,Ellanthakunta,2019-08-07,23.0,81.8,98.2
Rajanna-Siricilla,Ellanthakunta,2019-08-08,18.6,87.2,98.6
Rajanna-Siricilla,Ellanthakunta,2019-08-09,16.0,77.7,89.6
Rajanna-Siricilla,Ellanthakunta,2019-08-10,0.3,72.1,89.3
Rajanna-Siricilla,Ellanthakunta,2019-08-11,0.0,63.8,87.1
Rajanna-Siricilla,Ellanthakunta,2019-08-12,1.1,62.5,91.3
Rajanna-Siricilla,Ellanthakunta,2019-08-13,9.6,67.2,98.0
Rajanna-Siricilla,Ellanthakunta,2019-08-14,0.3,79.8,94.0
Rajanna-Siricilla,Ellanthakunta,2019-08-15,4.7,73.1,97.1
Rajanna-Siricilla,Ellanthakunta,2019-08-16,1.2,69.0,94.5
Rajanna-Siricilla,Ellanthakunta,2019-08-17,0.0,62.9,94.4
Rajanna-Siricilla,Ellanthakunta,2019-08-18,0.1,63.3,95.5
Rajanna-Siricilla,Ellanthakunta,2019-08-19,4.4,71.7,98.1
Rajanna-Siricilla,Ellanthakunta,2019-08-20,0.0,63.3,95.2
Rajanna-Siricilla,Ellanthakunta,2019-08-21,0.1,68.6,92.3
Rajanna-Siricilla,Ellanthakunta,2019-08-22,2.4,70.4,92.8
Rajanna-Siricilla,Ellanthakunta,2019-08-23,11.1,71.2,98.3
Rajanna-Siricilla,Ellanthakunta,2019-08-24,0.0,83.5,94.1
Rajanna-Siricilla,Ellanthakunta,2019-08-25,0.0,60.3,91.8
Rajanna-Siricilla,Ellanthakunta,2019-08-26,3.6,64.2,93.4
Rajanna-Siricilla,Ellanthakunta,2019-08-27,0.0,61.4,94.4
Rajanna-Siricilla,Ellanthakunta,2019-08-28,0.0,55.8,90.7
Rajanna-Siricilla,Ellanthakunta,2019-08-29,0.4,52.0,91.7
Rajanna-Siricilla,Ellanthakunta,2019-08-30,0.3,57.8,87.4
Rajanna-Siricilla,Ellanthakunta,2019-08-31,25.8,64.2,98.4
Rajanna-Siricilla,Ellanthakunta,2019-09-01,39.9,72.7,97.7
Rajanna-Siricilla,Ellanthakunta,2019-09-02,17.5,74.7,97.5
Rajanna-Siricilla,Ellanthakunta,2019-09-03,17.3,82.6,98.5
Rajanna-Siricilla,Ellanthakunta,2019-09-04,0.0,80.1,93.4
Rajanna-Siricilla,Ellanthakunta,2019-09-05,0.6,74.0,95.8
Rajanna-Siricilla,Ellanthakunta,2019-09-06,2.4,69.4,94.4
Rajanna-Siricilla,Ellanthakunta,2019-09-07,2.3,83.7,92.4
Rajanna-Siricilla,Ellanthakunta,2019-09-08,1.3,79.7,90.4
Rajanna-Siricilla,Ellanthakunta,2019-09-09,15.4,73.1,96.9
Kamareddy,Madnur,2019-07-01,0.2,69.0,94.5
Kamareddy,Madnur,2019-07-02,0.2,62.8,86.8
Kamareddy,Madnur,2019-07-03,18.9,51.4,98.9
Kamareddy,Madnur,2019-07-04,0.2,67.6,89.8
Kamareddy,Madnur,2019-07-05,0.3,51.2,79.0
Kamareddy,Madnur,2019-07-06,0.1,44.0,72.4
Kamareddy,Madnur,2019-07-07,0.1,51.1,77.1
Kamareddy,Madnur,2019-07-08,13.7,47.1,96.7
Kamareddy,Madnur,2019-07-09,0.4,52.3,84.6
Kamareddy,Madnur,2019-07-10,0.1,46.4,81.6
Kamareddy,Madnur,2019-07-11,2.2,41.8,82.5
Kamareddy,Madnur,2019-07-12,69.5,59.0,98.8
Kamareddy,Madnur,2019-07-13,8.2,68.1,99.2
Kamareddy,Madnur,2019-07-14,0.0,52.2,86.8
Kamareddy,Madnur,2019-07-15,1.0,42.6,84.4
Kamareddy,Madnur,2019-07-16,0.1,35.8,70.8
Kamareddy,Madnur,2019-07-17,0.0,37.0,69.8
Kamareddy,Madnur,2019-07-18,1.6,37.2,65.4
Kamareddy,Madnur,2019-07-19,0.6,38.1,90.3
Kamareddy,Madnur,2019-07-20,32.9,48.6,99.5
Kamareddy,Madnur,2019-07-21,2.0,69.3,100.0
Kamareddy,Madnur,2019-07-22,0.0,56.7,92.0
Kamareddy,Madnur,2019-07-23,1.0,55.2,94.7
Kamareddy,Madnur,2019-07-24,0.0,53.7,84.6
Kamareddy,Madnur,2019-07-25,0.0,50.2,79.1
Kamareddy,Madnur,2019-07-26,1.1,54.0,87.4
Kamareddy,Madnur,2019-07-27,3.6,70.3,92.7
Kamareddy,Madnur,2019-07-28,3.4,58.4,98.6
Kamareddy,Madnur,2019-07-29,14.5,86.8,99.1
Kamareddy,Madnur,2019-07-30,22.6,89.7,97.6
Kamareddy,Madnur,2019-07-31,4.3,93.8,98.4
Kamareddy,Madnur,2019-08-01,0.5,72.1,93.2
Kamareddy,Madnur,2019-08-02,8.8,70.9,99.7
Kamareddy,Madnur,2019-08-03,59.7,87.3,99.5
Kamareddy,Madnur,2019-08-04,9.0,91.4,98.8
Kamareddy,Madnur,2019-08-05,3.0,81.7,95.8
Kamareddy,Madnur,2019-08-06,9.0,79.6,98.6
Kamareddy,Madnur,2019-08-07,21.6,81.3,99.2
Kamareddy,Madnur,2019-08-08,61.0,84.3,99.5
Kamareddy,Madnur,2019-08-09,3.0,82.7,94.3
